question_type,has_solution,exam_year,semester,moed,question_number,url,data_resource,points,question_translation_latex,multiple_choice_answer,answer_translation_latex,number_of_possible_answers,topics_covered,dataset,translated_separately,question_in_hebrew,answer_in_hebrew,orig_answer_in_eng,should_translate,question_id,comments,is_relevant
D,FALSE,2001,b,b,5,https://docs.google.com/document/d/1WrQhJhuDshuffTfuKpQvOh2PtYD6TLs9,TAU,na,"
Implement a queue using two stacks, where each stack is implemented using a priority queue (heap). Perform a sequence of \( n \) enqueue or dequeue operations (in some order) starting from an empty data structure.
The average time per operation (in the most efficient implementation possible) is:

A. \( O(1) \) \\
B. \( O(\log n) \) \\
C. \( O(n) \) \\
D. \( O(n \log n) \) \\
E. None of the above.
",na,na,na,"a,h",tested,1,"ממשים תור בעזרת שתי מחסניות, כאשר כל מחסנית ממומשת בעזרת תור קדימויות (ערימה). מבצעים סידרה של n פעולות הכנסה או הוצאה מהתור (בסדר כלשהו) כשבהתחלה מבנה הנתונים ריק. 
הזמן הממוצע לפעולה בודדת (במימוש יעיל ככל האפשר) הוא:

א. O(1)
ב. O(lg(n))
ג. O(n)
ד. O(n lg(n))
ה. אף אחד מהנ""ל.",na,,,,,
D,FALSE,2001,b,b,6,https://docs.google.com/document/d/1WrQhJhuDshuffTfuKpQvOh2PtYD6TLs9,TAU,na,"```latex
Given \( n \) intervals \([a_i, b_i]\). (For each \(i\), it holds that \(a_i < b_i\)).
It is known that for every interval \(b_i\) is an integer in the range \(1 \ldots n^3\) (but this is not necessarily true for the numbers \(a_i\)).
We want to determine whether all the intervals are disjoint. This can be done in:

a. \(O(n)\)

b. \(O(n \log(n))\)

c. \(O(n \log^3(n))\)

d. \(O(n^3 \log^3(n))\)

e. None of the above.
```",na,na,na,a,na,1,"נתונים n קטעים [ ai, bi ].  (לכל i מתקיים ai < bi).
ידוע שלכל קטע bi הוא מספר שלם בתחום n3...1 (אבל זה לא בהכרח נכון עבור המספרים ai).
רוצים להכריע האם כל הקטעים זרים. ניתן לבצע זאת בזמן

א. O(n)
ב. O(n lg(n))
ג. O(n lg3(n))
ד. O(n3 lg 3 (n))
ה. אף אחד מהנ""ל.",na,,,,,
D,FALSE,2001,b,b,7,https://docs.google.com/document/d/1WrQhJhuDshuffTfuKpQvOh2PtYD6TLs9,TAU,na,"""The comparison model +"" is like the comparison model, except that when comparing two elements \(a\) and \(b\), one can receive one of the following five answers:
\(a = b\)
\(a\) is greater than ten elements (or more) that are greater than \(b\).
\(b\) is greater than ten elements (or more) that are greater than \(a\).
\(a\) is greater than \(b\) but there are fewer than ten elements whose value is between \(a\) and \(b\).
\(b\) is greater than \(a\) but there are fewer than ten elements whose value is between \(a\) and \(b\).

A lower bound for the W.C. of a sorting algorithm in the comparison model + is:\\
a. \(\Omega(1)\)\\
b. \(\Omega(\log(n))\)\\
c. \(\Omega(n)\)\\
d. \(\Omega(n \log(n))\)\\
e. None of the above.\\",na,na,na,"a,k",tested,1,"""מודל ההשוואות +"" הוא כמו מודל ההשואות, אלא שבהשוואת זוג איברים a ו-b אפשר לקבל אחת מחמש מהתשובות הבאות:
a = b
a גדול מעשרה איברים (או יותר) שגדולים מ-b.
b גדול מעשרה איברים (או יותר) שגדולים מ-a.
a גדול מ-b אבל יש פחות מעשרה איברים שערכם בין a ל-b.
b גדול מ-a אבל יש פחות מעשרה איברים שערכם בין a ל-b.

חסם תחתון ל-W.C. של אלגוריתם מיון במודל ההשוואות + הוא:
א. Ω(1)
ב. Ω(lg(n))
ג. Ω(n)
ד. Ω(n lg(n))
ה. אף אחד מהנ""ל.",na,,,,,
D,FALSE,2001,b,b,8,https://docs.google.com/document/d/1WrQhJhuDshuffTfuKpQvOh2PtYD6TLs9,TAU,na,"
Insert \(2n\) elements into a hash table with \(3n\) cells. Each cell can hold a single element. In case of a collision (mapping an element to an occupied cell), the new element is inserted into a common linked list for all elements. The expected time of an unsuccessful search in the structure (i.e., searching for a value \(x\) that does not exist in the structure) is:

A. \(O(1)\) \\
B. \(O(n)\) \\
C. \(O(\log(n))\) \\
D. None of the above.

",na,na,na,"a,d,g",untested,1,"מכניסים 2n איברים לטבלת hash עם 3n תאים. בכל תא מקום לאיבר בודד. במקרה של התנגשות (מיפוי איבר לתא תפוס) מכניסים את האיבר החדש לרשימה מקושרת משותפת לכל האיברים.
תוחלת זמן חיפוש כושל במבנה (כלומר חיפוש ערך x שלא קיים במבנה) היא:

א. O(1)
ב. O(n)
ג. O(lg(n))
ד. אף אחד מהנ""ל.",na,,,,,
D,TRUE,2002,a,a,2,https://docs.google.com/document/d/1UoJdnerEFxl6OfCgPoKIRk-N_cj2xNo1,TAU,6,"\noindent Consider a red-black tree as studied in class and described in Cormen (all Nils are considered leaves and their color is black). Let the height of a node \( y \) be defined as the length of the longest path (counted in nodes) upwards to \( y \). The count does not include \( y \) and the discussed nil. Let \( x \) be a node that is removed (note: the intention is the node removed and not the value removed) in the delete operation (as studied in class in a binary search tree). We are interested in the height of \( x \) before the removal. Then:
\begin{enumerate}
    \item The tightest upper bound on the height of \( x \) is 0.
    \item The tightest upper bound on the height of \( x \) is 1.
    \item The tightest upper bound on the height of \( x \) is 2.
    \item The tightest upper bound on the height of \( x \) is 3.
    \item There is no upper bound on the height of \( x \).
\end{enumerate}",2,na,5,p,tested,1,"התייחסו לעץ אדום שחור כפי שנלמד בכיתה ומתואר ב-Cormen (כל ה-Nils נחשבים כעלים וצבעם הוא שחור). יהי הגובה של צומת y  מוגדר כאורך המסלול (נספר בצמתים) הארוך ביותר מעלה ל-y. הספירה לא כוללת את y ואת ה-nil הנידון. יהי x  צומת שמושמט (שימו לב: הכוונה לצומת המושמט ולא לערך המושמט) בפעולת ה-delete  (כמו שנלמד בכיתה בעץ חיפוש בינארי). הננו מעוניינים בגובהו של x לפני ההשמטה. אזי:
1. החסם העליון ההדוק ביותר על גובהו של x  הינו 0 .
2. החסם העליון ההדוק ביותר על גובהו של x  הינו 1 .
3. החסם העליון ההדוק ביותר על גובהו של x  הינו 2.
4. החסם העליון ההדוק ביותר על גובהו של x  הינו 3.
5. אין חסם עליון על גובהו של x  .",na,,,,,
D,TRUE,2002,a,a,3,https://docs.google.com/document/d/1UoJdnerEFxl6OfCgPoKIRk-N_cj2xNo1,TAU,3,"\noindent A family of functions \( H = \{h \mid h : M \to \{1, 2, \ldots, n\}\} \) is called universal if for all different \( x, y \) in \( M \), the number of functions \( h \) in \( H \) for which \( h(x) = h(y) \) is the size of \( H \) divided by \( n \).

A family of functions \( H = \{h \mid h : M \to \{1, 2, \ldots, n\}\} \) is called 2-universal if for all different \( x, y \) in \( M \), the pair \( (h(x), h(y)) \) is uniformly distributed over the set \(\{(i, j) \mid 1 \leq i, j \leq n\}\).

Is it true that every 2-universal family is universal?

1. Yes

2. No

",1,na,2,g,tested,1,"משפחת פונקציות{{ H = {h|h:M -> {1,2,..,n נקראת אוניברסלית אם לכל x, y שונים ב-M, מספר הפונקציות h ב- H עבורם (h(x שווה ל h(y)a היא כגודלה של H חלקי n.

משפחת פונקציות {{ H = {h|h:M -> {1,2,..,n נקראת 2-אוניברסלית אם לכל x, y שונים ב-M, הזוג    <(h(x),h(y> מתפלג אחיד מהקבוצה {<i, j>| 1 <= i, j <= n}. 

האם נכון שכל משפחה 2-אוניברסלית היא אוניברסלית?

1. כן
2. לא",na,,,,,
D,TRUE,2002,a,a,4,https://docs.google.com/document/d/1UoJdnerEFxl6OfCgPoKIRk-N_cj2xNo1,TAU,3,"\noindent A family of functions $H = \{h \mid h: M \to \{1,2,\ldots,n\}\}$ is called universal if for every distinct $x, y$ in $M$, the number of functions $h$ in $H$ for which $h(x) = h(y)$ is equal to the size of $H$ divided by $n$. \\
A family of functions $H = \{h \mid h: M \to \{1,2,\ldots,n\}\}$ is called almost-universal if for every distinct $x, y$ in $M$, if we choose $h$ uniformly from $H$, then the probability that $h(x) = h(y)$ is less than $\frac{2}{n}$. \\

\noindent Is it true that every universal family is almost-universal? \\
1. Yes \\
2. No",1,na,2,g,tested,1,"משפחת פונקציות  H = {h|h:M -> {1,2,..,n}} נקראת אוניברסלית אם לכל x, y שונים ב-M, מספר הפונקציות h ב- H עבורם  h(x) = h(y) היא כגודלה של H חלקי n.
משפחת פונקציות  H = {h|h:M -> {1,2,..,n}} נקראת כמעט-אוניברסלית אם לכל x, y שונים ב-M, אם נבחר h באופן אחיד מתוך H אזי ההסתברות ש h(x) = h(y) קטנה מ 2/n.

האם נכון שכל משפחה אוניברסלית היא כמעט אוניברסלית?
1. כן
2. לא",na,,,,,
D,TRUE,2002,a,a,5,https://docs.google.com/document/d/1UoJdnerEFxl6OfCgPoKIRk-N_cj2xNo1,TAU,6,"Given an array of size \( n \) where all its values are from the set \(\{1,2,\ldots,n^{\log\log(n)}\}\). It is possible to sort the elements of the array:\\

1. In time \(\theta(n)\) on average\\
2. In time \(\theta(n)\) in the worst case\\
3. In time \(\theta(n\log(n))\) in the worst case\\
4. In time \(\theta(n\log\log(n))\) in the worst case\\
5. In time \(\theta\left(\frac{n\log(n)}{\log\log(n)}\right)\) in the worst case\\
6. In time \(\theta\left(\frac{n\log(n)}{\log\log(n)}\right)\) on average",4,na,6,"a,l",tested,1,"נתון מערך בגודל  nשכל ערכיו מהקבוצה {1,2,...,n^(loglog(n))}. אזי ניתן למיין את איברי המערך:
1. בזמן θ(n) במקרה הממוצע
2. בזמן θ(n) במקרה הגרוע 
3. בזמן θ(nlog(n)) במקרה הגרוע
4. בזמן θ(nloglog(n)) במקרה הגרוע.
5. בזמן θ(nlog(n)/loglog(n)) במקרה הגרוע
6. בזמן θ(nlog(n)/loglog(n)) במקרה הממוצע",na,,,,,
D,TRUE,2002,a,a,6,https://docs.google.com/document/d/1UoJdnerEFxl6OfCgPoKIRk-N_cj2xNo1,TAU,6,"
Given an array with \( n \) elements where \( n^{2001/2002} \) of the elements are identical. The array can be sorted in worst-case time (mark the tightest bound, assuming the RAM model):
\begin{enumerate}
    \item \( \Theta(n) \)
    \item \( \Theta(n^{1/2002}\log(n)) \)
    \item \( \Theta(n\log(n)^{1/2002}) \)
    \item \( \Theta(n^{2001/2002}\log(n)) \)
    \item \( \Theta(n\log(n)^{2001/2002}) \)
    \item \( \Theta(n\log(n)) \)
\end{enumerate}
",6,na,6,"a,j,m",tested,1,"נתון מערך עם n איברים בו n^(2001/2002) מהאיברים זהים. ניתן למיין את המערך בזמן worst case (יש לסמן את התשובה ההדוקה ביותר, בהנחת מודל RAM):
1, θ(n)
2. θ(n^(1/2002)log(n))
3. θ(nlog(n)^(1/2002))
4. θ(n^(2001/2002)log(n))
5. θ(nlog(n)^(2001/2002))
6. θ(nlog(n))",na,,,,,
D,TRUE,2002,a,a,7,https://docs.google.com/document/d/1UoJdnerEFxl6OfCgPoKIRk-N_cj2xNo1,TAU,6,"```latex
We will print the elements of a max heap with \( n \) elements in preorder order (note: preorder = DLR!). Assuming \( n \) is large (for example \( n > 2002 \)), which of the following is true:

1. The minimum element can appear in the first position
2. The minimum element will always appear in one of the last \( n/2 + 1 \) positions
3. The minimum element can appear in the position \( \log(n) + 1 \)
4. If the heap is completely full even in the bottom layer, then the minimum element will appear exactly at position \( n/2 \)
```",3,na,4,h,na,1,"נדפיס את איברי ערימת מקסימום  עם n איברים בסדר preorder (שימו לב: preorder=DLR!). אזי בהנחה ש n  גדול (לדוגמה 2002<n), אילו מהבאים נכון:

1. איבר המינימום יכול להופיע במקום הראשון
2. איבר המינימום תמיד יופיע באחד מ n/2 + 1 המקומות האחרונים
3. איבר המינימום יכול להופיע במקום ה log(n) + 1
4. אם הערימה מלאה לגמרי גם בשכבה התחתונה אז איבר המינימום יופיע בדיוק במקום ה n/2",na,,,,,
D,TRUE,2002,a,a,8,https://docs.google.com/document/d/1UoJdnerEFxl6OfCgPoKIRk-N_cj2xNo1,TAU,6,"Here is the translation of the given text into English using LaTeX format:

```latex
Given an empty data structure and an arbitrary sequence of \( n \) operations on it, the amortized time of an operation in the data structure is defined as the total time of \( n \) operations divided by \( n \).

A stack is given that supports the following operations:
\begin{itemize}
    \item \texttt{Pop()} in \( O(1) \) time
    \item \texttt{Push(x)} in \( O(1) \) time
    \item \texttt{PopLog()} in \( O(\log n) \) time - which removes \( \log n \) elements from the top of the stack (where \( n \) is the current number of elements in the stack)
\end{itemize}

Thus, given any sequence of \( n \) operations starting with an empty stack, the amortized time of an operation in the stack is:
\begin{enumerate}
    \item \( \Theta(\log\log(n)) \)
    \item \( \Theta(n) \)
    \item \( \Theta(\log(n/\log(n))) \)
    \item \( \Theta(n/\log(n)) \)
    \item \( \Theta(1) \)
    \item \( \Theta(\log(n)) \)
\end{enumerate}
```",5,na,6,b,na,1,"בהינתן מבנה נתונים ריק וסדרה כלשהי של n פעולות עליו - זמן Amortized של פעולה במבנה הנתונים יוגדר כזמן הכולל של n הפעולות מחולק ב n.
נתונה מחסנית התומכת בפעולות:
Pop() בזמן O(1)
Push(x) בזמן O(1)
PopLog() בזמן O(log n) - השולפת log n איברים מראש המחסנית (כאשר n הוא מספר האיברים הנוכחי במחסנית)

אזי בהינתן סדרה כלשהי של n פעולות המתחילה במחסנית ריקה, זמן  Amortizedשל פעולה במחסנית הוא:

1. θ(loglog(n))
2.θ(n)  
3. θ(log(n/log(n)))
4. θ(n/log(n))
5. θ(1)
6. θ(log(n))",na,,,,,
D,TRUE,2002,a,a,9,https://docs.google.com/document/d/1UoJdnerEFxl6OfCgPoKIRk-N_cj2xNo1,TAU,6,"Here is the translation of the given text into English in LaTeX format:

```latex
Given an array with $m$ elements. The first $n$ places contain the value $1$ and the rest contain $0$ ($n$ is unknown). We want to find $n$. This can be done in the most efficient (worst case) time:

1. $\Theta(1)$
2. $\Theta(\log(n))$
3. $\Theta(\min\{n, m\})$
4. $\Theta(m)$
```",2,na,4,"a,d",na,1,"נתון מערך עם m איברים. n המקומות הראשונים מכילים את הערך 1 והשאר מכילים 0 (n לא ידוע). רוצים למצוא את n. ניתן לעשות זאת בזמן (worst case) היעיל ביותר:

1. θ(1)
2. θ(log(n))
3. θ(min{n, m})
4. θ(m)",na,,,,,
D,TRUE,2002,a,a,10,https://docs.google.com/document/d/1UoJdnerEFxl6OfCgPoKIRk-N_cj2xNo1,TAU,5,"Given a queue of natural numbers \( Q_1 \) with \( n \) elements. We want to sort the elements in \( Q_1 \), meaning that at the end of the sorting algorithm's run, \( Q_1 \) will contain the same elements as at the beginning, only in sorted order. The sorting algorithm is allowed to use one additional queue \( Q_2 \) with \( O(n) \) elements and an additional \( O(1) \) memory. Then, there exists such a sorting algorithm as follows:\\
1. Its running time is \( O(n^3) \) and uses principles similar to Bubble Sort.\\
2. Its running time is \( O(n^2) \) and uses principles similar to Bubble Sort.\\
3. Its running time is \( O(n^3\log(n)) \) and uses principles similar to Quick Sort (meaning the version of Quick Sort with a running time of \( O(n\log(n)) \) in the worst case).\\
4. Its running time is \( O(n^2\log(n)) \) and uses principles similar to Quick Sort (meaning the version of Quick Sort with a running time of \( O(n\log(n)) \) in the worst case).\\
5. Its running time is \( O(n^2\log(n)) \) and uses principles similar to Merge Sort.\\
6. Its running time is \( O(n\log(n)) \) and uses principles similar to Merge Sort.",6,na,6,"a,j,m,p",tested,1,"נתון תור של מספרים טבעיים Q1 עם n איברים. רוצים למיין את האיברים ב Q1, כלומר בסיום ריצת אלגוריתם המיון Q1 יכיל את אותם האיברים כמו בתחילת הריצה רק בסדר ממוין. מותר לאלגוריתם המיון להשתמש בתור אחד נוסף Q2 עם O(n) איברים ובעוד O(1) זיכרון נוסף. אזי קיים אלגוריתם כנ""ל למיון 
1. שזמן ריצתו O(n^3) והמשתמש בעקרונות הדומים ל Bubble Sort
2. שזמן ריצתו O(n^2) והמשתמש בעקרונות הדומים ל Bubble Sort
3. שזמן ריצתו O(n^3log(n)) והמשתמש בעקרונות הדומים ל Quick Sort (הכוונה לגרסת Quick Sort בעלת זמן ריצה O(nlog(n)) במקרה הגרוע)
4. שזמן ריצתו O(n^2log(n)) והמשתמש בעקרונות הדומים ל  Quick Sort(הכוונה לגרסת Quick Sort בעלת זמן ריצה O(nlog(n)) במקרה הגרוע)
5. שזמן ריצתו O(n^2log(n)) והמשתמש בעקרונות הדומים ל Merge Sort
6. שזמן ריצתו O(nlog(n)) והמשתמש בעקרונות הדומים ל Merge Sort",na,,,,,
C,TRUE,2002,a,a,11,https://docs.google.com/document/d/1UoJdnerEFxl6OfCgPoKIRk-N_cj2xNo1,TAU,13,"```latex
We want to construct a data structure for maintaining natural numbers that supports the operations insert(x), delete(x), find(x), for a natural number x, and the operation multiple_of_5() which returns two different values x, y in the structure such that y = 5x. Then there exists a structure as follows (we are interested in a structure that supports operations with the best complexity) (4 points):

1. The operations insert(x), delete(x) are performed in O(\log(n)^2) time in the worst case, and the operations find(x), multiple_of_5() are performed in O(\log(n)) time in the worst case.
2. The operations insert(x), delete(x) are performed in O(\log(n)^2) time in the worst case, and the operations find(x), multiple_of_5() are performed in O(\log(n)) time in the worst case.
3. The operations insert(x), find(x), delete(x) are performed in O(\log n) time in the worst case, and the operation multiple_of_5() is performed in O(n^2) time in the worst case.
4. The operations insert(x), delete(x) are performed in O(\log(n)^2) time in the worst case, the operation find(x) is performed in O(\log(n)) time, and the operation multiple_of_5() is performed in O(n) time in the worst case.
5. The operations insert(x), find(x), delete(x) are performed in O(\log n) time in the worst case, and the operation multiple_of_5() is performed in O(1) time in the worst case.
6. The operations insert(x), find(x), delete(x) are performed in O(\log n) time in the worst case, and the operation multiple_of_5() is performed in O(n) time in the worst case.
7. All operations are performed in O(\log n) time in the worst case.
```",5,"```latex
The correct answer is E.

The data structure will be a 2-3 tree (or another balanced search tree) that contains all the elements. A doubly linked list that contains the pairs whose quotient is 5. Additionally, there are mutual pointers between the elements in the two structures.

Insertion, deletion, and search operations are performed on the tree. In the case of insertion and deletion, the list must also be updated (that is, add or remove a pair from the list, as needed).

The operation \texttt{Multiple\_of\_5()} will be performed by returning the head of the linked list.
```",7,"a,f",na,1,"רוצים לבנות מבנה נתונים לתחזוקת מספרים טבעיים התומך בפעולות insert(x), delete(x), find(x), , עבור מספר טבעי x, ובפעולת  multiple_of_5() המחזירה שני ערכים שונים במבנה x, y המקימים y=5x. אזי קיים מבנה כנ""ל בו (אנו מעוניינים במבנה התומך בפעולות עם סיבוכיות הטובה ביותר) (4 נקודות):
1. פעולות insert(x), delete(x) נעשות בזמן O(log(n)^2) במקרה הגרוע, ופעולות find(x), multiple_of_5()  נעשות בזמן O(log(n)) במקרה הגרוע.
2. פעולות insert(x), delete(x) נעשות בזמן O(log(n)^2) במקרה הגרוע, ופעולות  find(x), multiple_of_5() נעשות בזמן O(log(n)) במקרה הגרוע.
3. פעולות insert(x), find(x), delete(x) נעשות בזמן O(log n) במקרה הגרוע, ופעולת multiple_of_5() נעשית בזמן O(n^2) במקרה הגרוע.
4. פעולות insert(x), delete(x) נעשות בזמן O(log(n)^2) במקרה הגרוע, פעולת  find(x) נעשית בזמן O(log(n)) ופעולת multiple_of_5() נעשית בזמן O(n) במקרה הגרוע.
5. פעולות insert(x), find(x), delete(x) נעשות בזמן O(log n) במקרה הגרוע, ופעולת multiple_of_5() נעשית בזמן O(1) במקרה הגרוע.
6. פעולות insert(x), find(x), delete(x) נעשות בזמן O(log n) במקרה הגרוע, ופעולת multiple_of_5() נעשית בזמן O(n) במקרה הגרוע.
7. כל הפעולות נעשות בזמן O(log n) במקרה הגרוע","התשובה הנכונה היא ה'.
מבנה הנתונים יהיה עץ 2-3 (או עץ חיפוש מאוזן אחר) שמכיל את כל האיברים. רשימה דו כיוונית שמכילה את הזוגות שהמנה ביניהם היא 5. כמו כן יש הצבעות הדדיות בין האיברים בשני המבנים.
פעולות הוספה, מחיקה וחיפוש מבוצעות על העץ. במקרה של הוספה ומחיקה יש לעדכן גם את הרשימה (כלומר להוסיף או להוריד זוג מהרשימה, לפי הצורך).
פעולת Multiple_of_5() תבוצע על ידי החזרת ראש הרשימה המקושרת.",,,,,
